City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
188,Mount Gambier,AU,2020-08-18 18:06:41,-37.83,140.77,46.4,100,90,6.93
189,Poum,NC,2020-08-18 18:06:41,-20.23,164.02,69.04,68,41,13.06
190,Airai,TL,2020-08-18 18:06:41,-8.93,125.41,54.66,82,12,2.28
191,Port Macquarie,AU,2020-08-18 18:06:41,-31.43,152.92,44.01,97,0,6.13
192,Solnechnyy,RU,2020-08-18 18:06:41,50.72,136.63,49.23,92,39,4.36
193,Lavrentiya,RU,2020-08-18 18:06:42,65.58,-171.0,47.68,80,98,7.27
194,Salalah,OM,2020-08-18 18:06:42,17.02,54.09,77.0,100,90,2.24
195,Bemidji,US,2020-08-18 18:06:42,47.47,-94.88,79.0,53,1,9.17
196,Gustavo Diaz Ordaz,MX,2020-08-18 18:06:42,26.23,-98.58,95.0,49,1,5.82
197,Coquimbo,CL,2020-08-18 18:04:47,-29.95,-71.34,55.4,62,40,10.29
198,Dingle,PH,2020-08-18 18:06:42,11.0,122.67,75.6,90,98,1.63
199,Saint George,US,2020-08-18 18:05:34,37.1,-113.58,100.0,11,1,2.06
200,Opunake,NZ,2020-08-18 18:06:42,-39.46,173.86,52.0,86,100,5.01
201,Tual,ID,2020-08-18 18:06:42,-5.67,132.75,78.22,83,82,13.0
202,Mogadishu,SO,2020-08-18 18:06:42,2.04,45.34,76.48,88,42,15.64
203,Mattru,SL,2020-08-18 18:04:24,7.62,-11.83,76.48,92,64,5.84
204,Richards Bay,ZA,2020-08-18 18:06:42,-28.78,32.04,63.12,46,91,7.25
205,Pemba,MZ,2020-08-18 18:05:03,-12.97,40.52,77.0,83,75,9.17
206,Mana,GF,2020-08-18 18:06:42,5.66,-53.78,84.09,74,38,11.68
207,Tuktoyaktuk,CA,2020-08-18 18:06:42,69.45,-133.04,51.8,87,75,11.41
208,Buraydah,SA,2020-08-18 18:04:19,26.33,43.98,96.8,19,0,9.17
209,Misratah,LY,2020-08-18 18:03:55,32.38,15.09,85.28,59,0,7.7
210,Leua,SK,2020-08-18 18:06:43,48.22,18.61,73.0,90,74,7.45
211,Pouembout,NC,2020-08-18 18:06:43,-21.13,164.9,60.51,76,41,2.04
212,Hambantota,LK,2020-08-18 18:06:04,6.12,81.12,79.83,81,46,15.82
213,Yancheng,CN,2020-08-18 18:06:43,33.39,120.13,75.69,94,0,7.29
214,Lewiston,US,2020-08-18 18:06:43,44.1,-70.21,81.0,53,75,9.17
215,Kalynivka,UA,2020-08-18 18:06:43,49.45,28.53,80.6,28,10,4.47
216,Codrington,AU,2020-08-18 18:06:43,-38.27,141.97,46.72,96,100,8.3
217,Kyra,RU,2020-08-18 18:06:43,49.58,111.98,44.15,81,0,0.34
218,Lompoc,US,2020-08-18 18:06:43,34.64,-120.46,75.2,64,1,6.93
219,Virginia Beach,US,2020-08-18 18:04:29,36.85,-75.98,88.0,48,75,3.36
220,Riyadh,SA,2020-08-18 18:02:26,24.69,46.72,96.8,11,15,6.93
221,Sorrento,IT,2020-08-18 18:06:43,40.63,14.37,78.8,65,5,8.05
222,Tromso,NO,2020-08-18 18:06:36,69.65,18.96,50.0,93,75,6.93
223,Coahuayana,MX,2020-08-18 18:06:43,18.73,-103.68,73.4,88,90,4.68
224,Kangaatsiaq,GL,2020-08-18 18:06:43,68.31,-53.46,49.08,67,78,2.15
225,Zhicheng,CN,2020-08-18 18:06:44,30.3,111.5,82.0,79,98,3.22
226,Angoram,PG,2020-08-18 18:06:44,-4.06,144.07,72.28,98,37,2.17
227,Braganca,BR,2020-08-18 18:06:44,-1.05,-46.77,84.9,69,23,7.0
228,Ambilobe,MG,2020-08-18 18:06:44,-13.2,49.05,70.61,68,13,7.67
229,Kenai,US,2020-08-18 18:06:44,60.55,-151.26,60.01,82,75,8.05
230,Gamba,GA,2020-08-18 18:06:44,-2.65,10.0,74.1,88,95,9.75
231,Margate,GB,2020-08-18 18:06:44,51.38,1.39,73.0,70,47,1.99
232,Huangchuan,CN,2020-08-18 18:06:44,32.13,115.04,81.93,72,3,2.8
233,Juneau,US,2020-08-18 18:05:36,58.3,-134.42,55.0,100,90,3.36
234,Jaisalmer,IN,2020-08-18 18:06:44,26.91,70.92,87.13,64,35,22.75
235,Ilulissat,GL,2020-08-18 18:05:07,69.22,-51.1,53.6,40,40,3.36
236,Krithia,GR,2020-08-18 18:06:44,40.84,22.98,81.0,77,47,4.05
237,Santa Cruz De La Palma,ES,2020-08-18 18:06:44,28.68,-17.76,78.8,69,20,12.75
238,Yatou,CN,2020-08-18 18:06:44,37.15,122.38,75.94,97,31,9.98
239,Konongo,GH,2020-08-18 18:06:44,6.62,-1.22,78.49,74,89,2.62
240,Esna,EG,2020-08-18 18:06:44,25.29,32.55,96.8,30,0,9.17
241,Berlevag,NO,2020-08-18 18:06:45,70.86,29.09,53.6,71,75,16.11
242,Oktyabrskiy,RU,2020-08-18 18:05:29,54.48,53.47,51.06,79,30,10.29
243,Payo,ID,2020-08-18 18:06:45,-3.75,103.64,73.89,85,58,2.21
244,Adrar,MR,2020-08-18 18:06:45,20.5,-10.07,109.9,8,0,10.18
245,Goderich,CA,2020-08-18 18:06:45,43.75,-81.72,69.01,75,0,10.0
246,Mbanza-Ngungu,CD,2020-08-18 18:06:45,-5.25,14.87,80.87,48,80,6.11
247,Bereslavka,RU,2020-08-18 18:06:45,48.63,44.04,75.2,44,90,8.95
248,Brasileia,BR,2020-08-18 18:06:45,-11.02,-68.75,101.07,25,6,6.26
249,Svetlogorsk,BY,2020-08-18 18:06:45,52.63,29.73,69.57,68,89,6.35
250,Ribeira Grande,PT,2020-08-18 18:06:45,38.52,-28.7,77.0,88,75,32.21
251,Kabanjahe,ID,2020-08-18 18:06:46,3.1,98.49,75.2,94,40,4.7
252,Barcelos,PT,2020-08-18 18:06:46,41.54,-8.62,73.4,78,20,12.75
253,Saint-Francois,FR,2020-08-18 18:06:46,46.42,3.91,80.01,44,32,5.82
254,Luohe,CN,2020-08-18 18:06:46,33.57,114.04,76.69,76,46,4.83
255,Kaohsiung,TW,2020-08-18 18:06:46,22.62,120.31,80.6,88,40,3.36
256,Victoria,HK,2020-08-18 18:05:24,22.29,114.16,79.0,95,100,21.0
257,Dumas,US,2020-08-18 18:06:46,35.87,-101.97,89.01,28,1,6.51
258,Morro Bay,US,2020-08-18 18:06:41,35.37,-120.85,93.99,36,11,1.01
259,Faya,SA,2020-08-18 18:06:46,18.39,42.45,75.2,64,40,9.17
260,Rudnichnyy,RU,2020-08-18 18:03:04,59.62,52.47,46.06,89,63,8.84
261,Anadyr,RU,2020-08-18 18:06:46,64.75,177.48,39.2,93,40,2.24
262,Bria,CF,2020-08-18 18:06:46,6.54,21.99,73.92,88,2,2.59
263,Bilibino,RU,2020-08-18 18:06:46,68.05,166.44,39.6,86,100,6.29
264,Yamada,JP,2020-08-18 18:02:51,39.47,141.95,69.53,88,96,3.24
265,Vao,NC,2020-08-18 18:06:46,-22.67,167.48,68.54,64,71,13.15
266,Wuxi,CN,2020-08-18 18:03:07,31.57,120.29,86.0,85,0,3.0
267,Jadu,LY,2020-08-18 18:06:46,31.95,12.03,89.69,24,7,9.33
268,Emerald,AU,2020-08-18 18:06:46,-23.53,148.17,60.01,51,0,4.7
269,Dunedin,NZ,2020-08-18 18:06:47,-45.87,170.5,46.99,70,100,1.01
270,Beysehir,TR,2020-08-18 18:06:47,37.68,31.72,72.68,32,0,7.58
271,Fortuna Foothills,US,2020-08-18 18:06:47,32.66,-114.41,107.01,27,1,11.41
272,Valdivia,CL,2020-08-18 18:03:14,-39.81,-73.25,46.4,81,75,6.93
273,Flinders,AU,2020-08-18 18:03:48,-34.58,150.86,55.0,62,8,5.91
274,Tiksi,RU,2020-08-18 18:02:47,71.69,128.87,38.93,91,100,12.48
275,Redlands,US,2020-08-18 18:06:47,34.06,-117.18,102.0,26,20,5.23
276,Felanitx,ES,2020-08-18 18:06:47,39.47,3.15,84.2,70,20,5.82
277,Souillac,MU,2020-08-18 18:06:47,-20.52,57.52,71.6,73,40,13.87
278,Huarmey,PE,2020-08-18 18:06:47,-10.07,-78.15,67.73,61,9,13.78
279,Castro,BR,2020-08-18 18:06:47,-24.79,-50.01,59.22,96,100,7.58
280,Mercedes,AR,2020-08-18 18:06:47,-34.65,-59.43,69.01,33,0,3.0
281,Pokhara,NP,2020-08-18 18:03:02,28.23,83.98,74.1,83,64,2.86
282,Puerto Del Rosario,ES,2020-08-18 18:06:47,28.5,-13.86,78.8,74,0,16.11
283,Hovd,MN,2020-08-18 18:02:58,48.01,91.64,64.22,54,9,2.62
284,La Tuque,CA,2020-08-18 18:06:47,47.43,-72.78,62.56,89,100,9.28
285,Comodoro Rivadavia,AR,2020-08-18 18:06:47,-45.87,-67.5,44.6,28,20,23.04
286,Chicama,PE,2020-08-18 18:06:47,-7.84,-79.15,71.46,52,28,11.45
287,Millau,FR,2020-08-18 18:06:47,44.08,2.92,77.0,47,36,10.29
288,Ancud,CL,2020-08-18 18:06:48,-41.87,-73.82,46.4,61,40,14.99
289,Chicontepec,MX,2020-08-18 18:06:48,20.97,-98.17,80.69,76,65,5.44
290,Raga,SS,2020-08-18 18:06:48,8.46,25.68,73.29,91,33,2.04
291,Yataity,PY,2020-08-18 18:06:48,-26.37,-56.07,71.94,85,73,8.52
292,Ixtapa,MX,2020-08-18 18:06:48,20.7,-105.2,84.2,74,90,3.0
293,Oberstdorf,DE,2020-08-18 18:06:48,47.4,10.28,64.99,77,67,3.0
294,Katsuura,JP,2020-08-18 18:06:48,35.13,140.3,80.01,88,65,8.12
295,Paamiut,GL,2020-08-18 18:06:48,61.99,-49.67,48.78,69,0,6.29
296,Tura,IN,2020-08-18 18:06:48,25.52,90.22,75.72,94,41,6.42
297,Santa Maria,BR,2020-08-18 18:03:51,-29.68,-53.81,73.4,60,20,4.7
298,Itarema,BR,2020-08-18 18:06:48,-2.92,-39.92,83.89,56,30,21.0
299,Saint Marys,US,2020-08-18 18:06:33,30.73,-81.55,90.0,84,1,11.41
300,Oxapampa,PE,2020-08-18 18:06:48,-10.58,-75.4,75.36,53,21,5.57
301,Yangjiang,CN,2020-08-18 18:06:48,21.85,111.97,77.38,88,63,7.94
302,Santiago,CL,2020-08-18 18:05:03,-33.46,-70.65,51.8,62,75,5.82
303,Mae Hong Son,TH,2020-08-18 18:06:49,19.3,97.97,72.27,88,100,1.14
304,Fergus Falls,US,2020-08-18 18:06:49,46.28,-96.08,78.01,60,1,6.93
