City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Saint-Augustin,CA,51.23,-58.65,65.37,46,100,14.63,overcast clouds
365,Faya,SA,18.39,42.45,78.8,36,20,2.1,few clouds
366,Bambous Virieux,MU,-20.34,57.76,71.6,64,75,6.93,broken clouds
367,Bata,GQ,1.86,9.77,80.6,83,40,11.41,scattered clouds
368,Sabya,SA,17.15,42.63,91.4,75,40,8.05,scattered clouds
369,Acapulco,MX,16.86,-99.89,87.8,66,40,3.36,scattered clouds
370,Lavrentiya,RU,65.58,-171.0,47.35,91,100,5.97,light rain
371,Olafsvik,IS,64.89,-23.71,54.1,60,0,17.09,clear sky
372,Tortoli,IT,39.93,9.66,82.4,83,5,12.75,clear sky
373,Karasburg,NA,-28.02,18.75,58.21,27,0,10.02,clear sky
374,Gorele,TR,41.03,39.0,73.4,73,75,10.29,broken clouds
375,Paamiut,GL,61.99,-49.67,47.23,76,0,5.23,clear sky
376,Maragogi,BR,-9.01,-35.22,77.16,79,100,10.96,overcast clouds
377,Tazovskiy,RU,67.47,78.7,50.05,89,89,9.35,overcast clouds
378,Bubaque,GW,11.28,-15.83,79.79,83,100,18.84,moderate rain
379,Makinsk,KZ,52.63,70.42,49.35,94,9,6.4,clear sky
380,Ust-Nera,RU,64.57,143.2,33.22,88,0,5.3,clear sky
381,Araouane,ML,18.9,-3.53,105.6,11,43,7.76,scattered clouds
382,Conde,BR,-7.26,-34.91,82.4,65,40,14.99,scattered clouds
383,Tire,TR,38.09,27.74,84.2,39,0,20.8,clear sky
384,Baruun-Urt,MN,46.68,113.28,58.17,44,100,2.73,overcast clouds
385,Santa Rosa,PH,14.31,121.11,80.6,88,76,3.36,broken clouds
386,Katav-Ivanovsk,RU,54.75,58.2,50.67,96,98,3.09,light rain
387,Sioux Lookout,CA,50.1,-91.92,75.2,69,75,4.7,broken clouds
388,Bac Lieu,VN,9.29,105.72,79.86,86,29,8.41,scattered clouds
389,Broken Hill,AU,-31.95,141.43,42.8,75,0,16.11,clear sky
390,Henties Bay,NA,-22.12,14.28,63.18,32,17,10.33,few clouds
391,Turochak,RU,52.26,87.12,53.73,92,71,2.33,light rain
392,Benghazi,LY,32.12,20.07,80.17,72,0,18.86,clear sky
393,Batsfjord,NO,70.63,29.72,57.2,87,75,8.05,light intensity drizzle rain
394,Boddam,GB,57.47,-1.78,64.4,77,60,14.99,broken clouds
395,Atasu,KZ,48.68,71.64,58.08,55,0,4.61,clear sky
396,Coquimbo,CL,-29.95,-71.34,59.0,62,0,10.29,clear sky
397,Tecpan,GT,14.76,-90.99,78.8,61,75,11.41,broken clouds
398,Hami,CN,42.8,93.45,79.07,25,0,6.24,clear sky
399,Carndonagh,IE,55.25,-7.27,60.8,93,75,21.92,shower rain
400,San Rafael,AR,-34.62,-68.33,64.36,24,0,15.5,clear sky
401,Avera,US,33.19,-82.53,82.4,74,40,5.82,scattered clouds
402,Tornio,FI,65.85,24.15,62.6,88,0,6.93,clear sky
403,San Patricio,MX,19.22,-104.7,87.8,74,75,5.82,broken clouds
404,Luwuk,ID,-0.95,122.79,75.92,74,8,4.65,clear sky
405,Klaksvik,FO,62.23,-6.59,57.2,82,100,12.75,overcast clouds
406,Cayenne,GF,4.93,-52.33,89.6,55,1,16.11,clear sky
407,Barabai,ID,-2.58,115.38,73.04,91,43,1.86,scattered clouds
408,Laguna,US,38.42,-121.42,79.0,57,90,3.83,haze
409,Zyukayka,RU,58.2,54.7,53.47,89,100,7.54,overcast clouds
410,Flin Flon,CA,54.77,-101.86,64.4,77,90,10.29,overcast clouds
411,Pincher Creek,CA,49.48,-113.95,78.01,31,0,13.87,clear sky
412,Seymchan,RU,62.88,152.43,36.93,85,100,11.07,overcast clouds
413,Pemba,MZ,-12.97,40.52,75.9,75,3,13.2,clear sky
414,Ostersund,SE,63.18,14.64,66.2,68,73,14.99,broken clouds
415,Atlantic City,US,39.36,-74.42,82.99,48,1,10.29,clear sky
416,Praia Da Vitoria,PT,38.73,-27.07,73.4,73,75,6.33,broken clouds
417,Luau,AO,-10.71,22.22,80.85,27,89,5.61,overcast clouds
418,Itoman,JP,26.12,127.67,84.2,79,75,3.36,broken clouds
419,Lumeje,AO,-11.55,20.78,72.97,33,3,5.97,clear sky
420,Bereda,ES,43.27,-7.54,75.0,67,0,8.99,clear sky
421,Beloha,MG,-25.17,45.05,61.65,74,13,7.27,few clouds
422,Vestmanna,FO,62.16,-7.17,57.2,82,100,12.75,overcast clouds
423,Hirado,JP,33.36,129.55,82.0,69,1,1.99,clear sky
424,Cardonal,MX,20.6,-99.13,75.94,38,57,5.75,broken clouds
425,Stabat,ID,3.76,98.45,78.8,94,40,3.36,mist
426,Coihaique,CL,-45.58,-72.07,59.0,38,20,4.7,few clouds
427,Plettenberg Bay,ZA,-34.05,23.37,56.88,82,0,4.7,clear sky
428,Salinopolis,BR,-0.61,-47.36,83.05,74,83,12.15,broken clouds
429,Jasper,US,37.2,-94.35,87.8,40,40,4.7,scattered clouds
430,Mnogovershinnyy,RU,53.94,139.92,43.56,79,0,4.63,clear sky
431,Whitehorse,CA,60.72,-135.05,55.0,93,75,4.7,broken clouds
432,Ahipara,NZ,-35.17,173.17,54.54,87,0,5.79,clear sky
433,Lafia,NG,8.48,8.52,71.73,96,81,4.05,broken clouds
434,Manali,IN,13.17,80.27,84.2,83,40,8.05,mist
435,Sobolevo,RU,54.43,31.9,54.9,96,100,4.59,overcast clouds
436,Gharo,PK,24.74,67.59,82.4,88,75,5.82,mist
437,Kuybyshevskiy Zaton,RU,55.16,49.17,59.0,67,40,6.71,scattered clouds
438,Port Macquarie,AU,-31.43,152.92,44.01,88,0,9.4,clear sky
439,Chorozinho,BR,-4.3,-38.5,84.2,66,20,13.87,few clouds
440,Garissa,KE,-0.45,39.64,76.8,63,26,21.25,scattered clouds
441,Haines Junction,CA,60.75,-137.51,53.1,83,100,2.84,overcast clouds
442,Kampong Thum,KH,12.71,104.89,77.11,88,100,1.01,light rain
443,Raga,SS,8.46,25.68,72.07,91,84,0.98,broken clouds
444,Jiazi,CN,22.88,116.07,79.86,87,99,3.11,overcast clouds
445,Kutum,SD,14.2,24.67,77.58,60,2,7.43,clear sky
446,Veraval,IN,20.9,70.37,81.97,85,100,16.13,light rain
447,Chingirlau,KZ,51.09,54.08,55.81,70,3,7.09,clear sky
448,Hudson Bay,CA,52.85,-102.38,63.91,93,100,6.78,overcast clouds
449,Cerro Largo,BR,-28.15,-54.74,52.3,55,0,5.7,clear sky
450,Nola,IT,40.92,14.53,84.2,51,0,6.93,clear sky
451,Bontang,ID,0.13,117.5,80.08,80,100,2.98,overcast clouds
452,Phuket,TH,8.0,98.25,86.0,88,20,3.36,few clouds
453,Barcelos,PT,41.54,-8.62,71.01,88,20,4.7,few clouds
454,Yulara,AU,-25.24,130.99,48.2,42,0,8.05,clear sky
455,Ayan,RU,56.45,138.17,53.49,65,71,10.69,broken clouds
456,Grand Gaube,MU,-20.01,57.66,70.0,68,0,3.0,clear sky
457,Mukhen,RU,48.1,136.1,55.54,82,85,5.82,overcast clouds
458,Zykovo,RU,55.95,93.15,55.4,93,40,6.71,scattered clouds
459,Kenai,US,60.55,-151.26,64.0,63,1,3.11,clear sky
460,Nha Trang,VN,12.25,109.18,78.8,94,40,3.36,scattered clouds
461,Yarkovo,RU,57.4,67.08,53.71,97,91,5.14,overcast clouds
462,Kanigoro,ID,-8.13,112.22,69.82,87,10,0.94,clear sky
463,Lagos De Moreno,MX,21.35,-101.92,75.2,60,75,1.61,broken clouds
464,Cockburn Town,TC,21.46,-71.14,87.8,62,40,11.41,scattered clouds
465,Gurupi,BR,-11.73,-49.07,99.81,16,67,2.37,broken clouds
466,Lasalgaon,IN,20.15,74.23,74.07,86,100,19.35,overcast clouds
467,Gamba,GA,-2.65,10.0,73.83,81,88,8.23,overcast clouds
468,Cap Malheureux,MU,-19.98,57.61,69.01,68,0,5.01,clear sky
469,Loikaw,MM,19.67,97.21,68.58,95,100,2.33,light rain
470,Belsand,IN,26.45,85.4,80.87,82,35,13.18,light rain
471,Muisne,EC,0.6,-80.03,80.6,78,75,6.93,broken clouds
472,The Valley,AI,18.22,-63.06,86.0,79,40,13.87,scattered clouds
473,Yichang,CN,30.71,111.28,73.99,88,100,0.47,overcast clouds
474,Guangzhou,CN,23.12,113.25,84.99,74,75,4.47,broken clouds
475,Hasaki,JP,35.73,140.83,75.2,94,20,3.36,fog
476,Dwarka,IN,22.24,68.97,82.74,86,100,14.41,moderate rain
477,Eyl,SO,7.98,49.82,77.29,76,99,24.94,overcast clouds
478,Xining,CN,36.62,101.77,59.07,80,57,0.16,broken clouds
479,Sarangani,PH,5.4,125.46,82.49,79,100,13.38,moderate rain
480,Eenhana,NA,-17.47,16.33,71.6,9,70,4.7,broken clouds
481,Weligama,LK,5.97,80.42,79.68,85,80,7.76,light rain
482,Aklavik,CA,68.22,-135.01,53.6,93,90,4.7,overcast clouds
483,Kashi,CN,39.45,75.98,78.8,36,20,4.47,few clouds
484,Havelock,US,34.88,-76.9,84.99,78,75,8.05,broken clouds
485,Saint-Leu,RE,-21.15,55.28,68.0,60,20,6.93,few clouds
486,Ladario,BR,-19.0,-57.6,51.8,71,90,10.29,overcast clouds
487,Rumoi,JP,43.93,141.64,57.49,70,91,3.31,overcast clouds
488,Aksu,CN,41.12,80.26,76.01,33,0,10.0,clear sky
489,Serebryansk,KZ,49.69,83.29,60.8,72,75,6.71,light intensity shower rain
490,Kapoeta,SS,4.77,33.59,81.43,48,10,9.93,clear sky
491,Bogorodskoye,RU,56.55,37.88,55.53,87,0,2.46,clear sky
492,Sabha,LY,27.04,14.43,88.23,21,0,12.3,clear sky
493,Rosa Zarate,EC,0.33,-79.47,80.55,67,100,2.86,overcast clouds
494,High Rock,BS,26.62,-78.28,89.6,75,75,12.75,broken clouds
495,Ardakan,IR,32.31,54.02,98.6,12,0,11.41,clear sky
496,Odweyne,SO,9.41,45.06,77.52,52,100,15.9,overcast clouds
497,Goderich,CA,43.75,-81.72,78.01,74,0,7.47,clear sky
498,Likhoslavl,RU,57.13,35.46,56.26,72,0,1.95,clear sky
499,Ordzhonikidze,KZ,52.44,61.74,54.48,85,61,7.14,broken clouds
500,Glowno,PL,51.96,19.72,79.0,49,23,1.99,few clouds
501,Emba,KZ,48.83,58.14,63.14,50,0,8.21,clear sky
502,Chokurdakh,RU,70.63,147.92,34.56,95,99,7.25,overcast clouds
503,Anadyr,RU,64.75,177.48,50.0,100,90,17.9,light rain
504,Nabire,ID,-3.37,135.48,74.61,88,4,3.87,clear sky
505,Ixtapa,MX,20.7,-105.2,84.99,79,75,5.82,broken clouds
506,Talnakh,RU,69.49,88.4,57.2,87,100,6.71,light rain
507,Safita,SY,34.82,36.12,78.01,79,24,10.38,few clouds
508,Morrope,PE,-6.54,-80.01,69.8,60,0,14.99,clear sky
509,Walvis Bay,NA,-22.96,14.51,73.4,6,11,10.29,few clouds
510,Barranca,PE,-10.75,-77.77,65.19,68,96,8.77,overcast clouds
511,Ippy,CF,6.27,21.22,72.18,94,100,3.4,moderate rain
512,Cheremukhovo,RU,60.35,59.99,49.82,94,97,6.08,overcast clouds
513,Kodinsk,RU,58.69,99.18,59.11,56,100,3.15,overcast clouds
514,Sarahan,IN,31.52,77.8,61.18,71,81,0.51,broken clouds
515,Cosala,MX,24.41,-106.69,89.96,55,78,5.55,broken clouds
516,Sechelt,CA,49.47,-123.77,64.0,96,100,5.99,moderate rain
517,Prince Rupert,CA,54.32,-130.32,57.2,100,90,2.24,overcast clouds
518,Salinas,US,36.68,-121.66,79.0,53,1,3.36,haze
519,Lundazi,ZM,-12.29,33.18,64.31,60,0,9.98,clear sky
520,Panama City,PA,8.99,-79.52,86.0,66,40,6.93,scattered clouds
521,Davidson,US,36.15,-86.78,77.0,83,40,4.7,light rain
522,Oslomej,MK,41.58,21.0,78.8,53,0,4.7,clear sky
523,Bull Savanna,JM,17.89,-77.59,85.15,63,55,15.05,broken clouds
524,Da Nang,VN,16.07,108.22,78.8,94,20,2.24,few clouds
525,Sretensk,RU,52.25,117.71,58.91,90,100,1.32,overcast clouds
526,Smithers,CA,54.78,-127.17,59.0,87,75,8.05,broken clouds
527,Isla Aguada,MX,18.78,-91.47,87.8,70,40,5.79,scattered clouds
528,Dawson Creek,CA,55.77,-120.24,60.8,77,90,3.36,overcast clouds
529,Miraflores,MX,19.22,-98.81,73.4,46,75,5.82,broken clouds
530,Tanabe,JP,33.73,135.37,81.0,87,21,4.92,few clouds
531,Tazmalt,DZ,36.39,4.4,80.6,88,20,9.17,few clouds
532,Voyvozh,RU,62.89,54.96,52.68,84,100,7.63,overcast clouds
533,Hagere Hiywet,ET,8.98,37.85,58.39,80,73,2.84,broken clouds
534,Ternate,ID,0.8,127.4,79.52,80,100,3.51,moderate rain
535,Floriano,BR,-6.77,-43.02,101.26,17,98,7.52,overcast clouds
536,Zeya,RU,53.75,127.27,54.19,90,0,2.17,clear sky
537,Staroutkinsk,RU,57.23,59.33,50.95,90,76,6.17,broken clouds
538,Malabo,GQ,3.75,8.78,76.66,81,100,12.57,overcast clouds
539,Hualmay,PE,-11.1,-77.61,65.91,67,90,8.46,overcast clouds
540,Ulladulla,AU,-35.35,150.47,48.0,61,0,23.04,clear sky
541,Camacha,PT,33.08,-16.33,75.2,78,20,13.87,few clouds
542,Tay Ninh,VN,11.3,106.1,79.38,88,72,5.53,broken clouds
543,Chapais,CA,49.78,-74.85,62.6,48,40,8.05,scattered clouds
544,Deyang,CN,31.13,104.38,82.0,78,100,3.42,overcast clouds
545,Huarmey,PE,-10.07,-78.15,67.37,64,67,8.84,broken clouds
546,Banyo,CM,6.75,11.82,66.96,92,100,1.39,light rain
547,Coahuayana,MX,18.73,-103.68,77.0,78,75,5.57,broken clouds
548,Discovery Bay,US,37.91,-121.6,84.99,47,1,4.7,haze
549,Nogales,MX,31.31,-110.94,86.0,61,1,4.7,clear sky
550,Filadelfia,US,39.95,-75.16,87.01,51,75,10.29,broken clouds
551,Melfi,IT,41.0,15.65,81.0,47,0,6.93,clear sky
552,Seddon,AU,-37.81,144.89,44.01,81,90,12.75,light rain
553,Jingdezhen,CN,29.29,117.21,76.53,87,38,3.33,scattered clouds
554,Stadskanaal,NL,52.98,6.95,72.0,68,100,1.99,overcast clouds
555,Karratha,AU,-20.74,116.85,71.01,31,0,8.95,clear sky
556,Saint-Francois,FR,46.42,3.91,77.0,61,82,18.34,light rain
557,Port-Cartier,CA,50.03,-66.87,68.0,37,40,13.87,scattered clouds
558,Pudozh,RU,61.81,36.53,58.95,77,0,2.13,clear sky
559,Khelyulya,RU,61.73,30.68,60.17,81,0,4.94,clear sky
560,Flinders,AU,-34.58,150.86,48.99,62,0,11.99,clear sky
561,Worland,US,44.02,-107.96,82.0,36,1,2.21,clear sky
562,Umm Lajj,SA,25.02,37.27,86.13,61,0,7.52,clear sky
563,Cuca,RO,45.73,27.88,75.6,49,0,9.66,clear sky
564,Mumford,GH,5.26,-0.76,74.64,90,10,10.49,clear sky
565,Peniche,PT,39.36,-9.38,75.0,80,72,5.99,broken clouds
566,San Juan,AR,-31.54,-68.54,63.75,24,0,6.67,clear sky
567,Khani,GE,41.96,42.96,71.6,88,90,3.36,overcast clouds
568,La Primavera,CO,5.49,-70.41,75.34,93,100,10.56,light rain
569,Doha,QA,25.29,51.53,98.6,23,0,9.17,clear sky
570,Macara,EC,-4.38,-79.95,88.81,34,99,8.05,overcast clouds
571,Copperas Cove,US,31.12,-97.9,93.2,38,20,5.82,few clouds
572,Lensk,RU,60.73,114.93,48.38,92,52,2.17,broken clouds
573,Trofors,NO,65.53,13.41,71.6,56,40,5.82,scattered clouds
574,Arys,KZ,42.43,68.8,69.8,28,12,4.47,few clouds
575,Northam,GB,51.03,-4.22,62.01,85,76,5.01,broken clouds
576,Mount Isa,AU,-20.73,139.5,55.4,30,4,6.93,clear sky
577,Vengerovo,RU,55.68,76.75,50.49,95,97,6.11,overcast clouds
578,Tirumullaivasal,IN,11.23,79.83,81.86,79,100,13.85,light rain
579,Benavente,ES,42.0,-5.68,79.0,38,87,4.7,overcast clouds
580,Mayo,US,38.89,-76.51,84.99,83,20,12.75,few clouds
581,Nizhniy Ingash,RU,56.2,96.53,54.82,70,99,4.18,overcast clouds
582,Izmit,TR,40.77,29.92,66.2,93,20,3.4,few clouds
583,Bundaberg,AU,-24.85,152.35,57.0,76,0,8.05,clear sky
584,Saint-Georges,GD,12.06,-61.75,86.0,74,40,9.17,scattered clouds
585,Dawlatabad,AF,36.41,64.91,70.54,22,0,1.79,clear sky
586,Thunder Bay,CA,48.4,-89.32,73.4,73,20,8.05,few clouds
587,Hamilton,US,39.18,-84.53,86.0,54,1,6.93,clear sky
588,Sorrento,IT,40.63,14.37,82.0,78,5,3.36,clear sky
589,Hobyo,SO,5.35,48.53,76.46,80,7,26.04,clear sky
590,Ust-Barguzin,RU,53.45,108.98,58.08,75,80,6.64,broken clouds
591,Praxedis Guerrero,MX,31.37,-106.02,95.0,21,5,3.36,clear sky
592,Urcos,PE,-13.69,-71.62,71.6,38,20,8.05,few clouds
593,Rumphi,MW,-11.02,33.86,62.22,69,0,5.61,clear sky
594,Kigorobya,UG,1.62,31.31,70.0,86,41,2.59,light rain
595,Katobu,ID,-4.94,122.53,72.61,89,0,3.4,clear sky
596,Upata,VE,8.01,-62.4,83.43,68,46,3.98,scattered clouds
597,Santa Cruz Del Sur,CU,20.71,-78.0,90.19,53,0,8.79,clear sky
598,Samarai,PG,-10.62,150.67,76.73,81,100,7.58,overcast clouds
599,Lucapa,AO,-8.42,20.74,74.5,46,57,1.97,broken clouds
600,Pierre,US,44.37,-100.35,86.0,55,1,6.93,clear sky
601,Itarema,BR,-2.92,-39.92,83.41,66,16,18.63,few clouds
602,Norden,DE,53.6,7.2,73.4,69,40,4.7,scattered clouds
603,Le Port,RE,-20.94,55.29,68.0,64,0,6.93,clear sky
604,Casper,US,42.87,-106.31,86.0,26,1,9.17,clear sky
605,Rundu,NA,-17.93,19.77,61.2,27,79,4.05,broken clouds
606,Albuquerque,US,35.08,-106.65,90.0,23,20,4.7,haze
607,Vanavara,RU,60.34,102.28,53.83,77,100,2.86,overcast clouds
608,Kirkconnel,GB,55.39,-4.0,63.0,88,40,13.87,scattered clouds
609,Nizhniy Kuranakh,RU,58.84,125.49,52.83,93,100,1.54,light rain
610,Dudinka,RU,69.41,86.18,57.2,87,100,6.71,light rain
611,Praia,CV,14.92,-23.51,84.2,58,75,6.93,broken clouds
612,Kristiinankaupunki,FI,62.27,21.38,66.24,73,100,13.56,overcast clouds
613,Sembakung,ID,3.82,117.25,74.37,96,5,2.01,clear sky
614,Anito,PH,12.45,125.29,78.84,88,86,6.51,overcast clouds
615,Korla,CN,41.76,86.15,84.0,45,0,3.0,clear sky
616,Tan An,VN,10.53,106.42,80.6,88,40,6.93,scattered clouds
617,Vakhrushevo,RU,55.23,61.72,57.2,100,75,13.42,light intensity shower rain
618,Nador,MA,35.17,-2.93,87.8,16,0,6.93,clear sky
619,Venado Tuerto,AR,-33.75,-61.97,66.99,15,0,11.01,clear sky
620,Ushibuka,JP,32.19,130.02,82.35,79,2,1.1,light rain
621,Coos Bay,US,43.37,-124.22,69.01,88,90,5.82,overcast clouds
622,Sur,OM,22.57,59.53,84.87,65,100,14.74,overcast clouds
623,Marabba,SD,12.35,32.18,83.71,66,100,3.51,overcast clouds
624,Svetlaya,RU,46.54,138.33,58.6,72,1,8.1,clear sky
625,Menomonie,US,44.88,-91.92,82.0,54,1,5.82,clear sky
626,Kshenskiy,RU,51.84,37.71,58.84,80,100,3.58,light rain
627,Jardim,BR,-21.48,-56.14,59.7,55,50,6.22,scattered clouds
628,Iranshahr,IR,27.2,60.68,98.6,32,1,6.93,clear sky
629,Dymer,UA,50.79,30.3,72.0,72,1,4.47,clear sky
630,Laukaa,RU,58.74,29.85,59.0,77,0,2.46,clear sky
631,Mendi,PG,-6.18,143.65,50.54,97,12,3.42,few clouds
632,Artesia,US,33.87,-118.08,91.0,62,1,3.36,clear sky
633,Ural,RU,55.91,94.75,54.75,69,13,3.31,few clouds
634,Varzob,TJ,38.77,68.82,71.6,43,0,4.47,clear sky
635,Scarborough,GB,54.28,-0.4,64.99,72,100,8.01,light rain
636,Atar,MR,20.52,-13.05,99.05,29,41,12.15,scattered clouds
637,Don Sak,TH,9.32,99.69,81.43,77,100,10.47,light rain
638,Kenora,CA,49.82,-94.43,80.6,65,75,5.97,broken clouds
639,Port Augusta,AU,-32.5,137.77,42.8,87,91,11.41,overcast clouds
640,Kui Buri,TH,12.08,99.85,78.13,77,100,3.98,overcast clouds
641,Berasia,IN,23.63,77.43,75.2,100,90,8.05,thunderstorm with rain
642,Kwinana,AU,-32.25,115.77,55.0,93,100,6.93,overcast clouds
643,Hernani,ES,43.27,-1.98,69.8,83,75,1.12,light rain
644,Tifton,US,31.45,-83.51,87.01,69,1,6.93,clear sky
645,Diu,IN,20.71,70.98,81.27,86,100,14.9,overcast clouds
646,Talcahuano,CL,-36.72,-73.12,62.6,55,0,8.05,clear sky
647,Nyagan,RU,62.14,65.39,56.1,95,100,9.24,moderate rain
648,Zarubino,RU,42.63,131.09,60.42,74,0,5.37,clear sky
649,Kadyy,RU,57.79,43.19,53.11,90,0,3.65,clear sky
650,Abadiania,BR,-16.2,-48.71,78.8,34,20,9.17,few clouds
651,Leh,IN,34.17,77.58,61.29,35,1,5.03,clear sky
652,Palmer,US,42.16,-72.33,88.0,42,75,5.82,broken clouds
653,Ponnani,IN,10.77,75.93,78.8,88,75,2.24,mist
654,Nemuro,JP,43.32,145.57,58.26,85,10,5.68,clear sky
655,Esna,EG,25.29,32.55,93.2,28,0,8.05,clear sky
656,Zarya,RU,55.76,38.1,64.0,82,7,4.47,clear sky
657,Atascocita,US,30.0,-95.18,93.99,49,40,0.51,scattered clouds
658,Verkhnyaya Inta,RU,65.98,60.31,52.21,93,96,6.93,overcast clouds
659,Santa Ana,US,33.75,-117.87,91.0,55,75,5.82,broken clouds
660,Kogon,UZ,39.72,64.55,73.4,35,0,9.17,clear sky
661,Tena,EC,-0.98,-77.82,68.0,77,90,6.93,light intensity drizzle
662,Ruteng,ID,-8.61,120.47,60.1,100,13,1.03,few clouds
663,Shelburne,CA,44.08,-80.2,81.0,57,75,5.82,broken clouds
664,Cochrane,CA,51.18,-114.47,71.01,60,1,10.29,clear sky
665,Sungaipenuh,ID,-2.08,101.38,64.92,93,100,2.66,overcast clouds
666,Barkhan,PK,29.9,69.53,82.42,59,20,4.41,light rain
667,Guajara,BR,-2.97,-57.67,103.33,20,24,5.17,few clouds
668,Karpushikha,RU,57.5,59.9,49.64,94,87,4.74,overcast clouds
669,Half Moon Bay,US,37.46,-122.43,80.01,93,90,8.05,overcast clouds
670,Buraydah,SA,26.33,43.98,96.8,20,0,8.05,clear sky
671,Tsabong,BW,-26.02,22.4,53.73,38,0,5.32,clear sky
672,Ussel,FR,45.55,2.32,65.52,90,15,4.72,light rain
673,Taitung,TW,22.76,121.14,79.61,74,97,2.95,overcast clouds
674,Uglegorsk,RU,49.08,142.03,58.37,85,0,5.3,clear sky
675,Kabare,CD,-2.47,28.82,64.51,74,65,4.47,broken clouds
676,Kefamenanu,ID,-9.45,124.48,65.89,85,0,3.33,clear sky
677,Dakar,SN,14.69,-17.44,82.4,83,40,13.87,scattered clouds
678,Sao Caetano De Odivelas,BR,-0.75,-48.02,82.26,77,100,11.77,moderate rain
679,Arklow,IE,52.79,-6.14,61.0,75,92,1.99,overcast clouds
680,Zlitan,LY,32.47,14.57,80.92,66,0,12.15,clear sky
681,Nyurba,RU,63.28,118.33,41.88,82,0,3.06,clear sky
682,La Trinidad,PH,16.45,120.59,62.98,100,100,2.66,overcast clouds
683,Porto Novo,BJ,6.5,2.6,77.0,88,20,10.29,few clouds
684,Banjar,ID,-8.19,114.97,77.0,100,20,8.05,few clouds
685,Shenzhen,CN,22.55,114.07,84.2,83,99,4.47,overcast clouds
686,Belmonte,BR,-15.86,-38.88,78.8,65,75,8.05,broken clouds
687,Ilinskiy,RU,55.62,38.12,64.0,82,4,4.47,clear sky
688,La Peca,PE,-5.61,-78.44,82.31,53,71,4.97,light rain
689,Ampanihy,MG,-24.7,44.75,61.18,73,26,9.55,scattered clouds
690,Calvinia,ZA,-31.47,19.78,52.57,42,0,1.52,clear sky
691,Wuwei,CN,37.93,102.64,65.25,64,55,1.25,broken clouds
692,Kismayo,SO,-0.36,42.55,76.87,78,98,16.37,overcast clouds
693,Progreso,MX,21.28,-89.67,91.99,59,75,3.36,broken clouds
694,Sompeta,IN,18.93,84.6,81.14,86,100,13.18,overcast clouds
695,Ati,TD,13.22,18.34,87.06,58,7,2.37,clear sky
696,Berdigestyakh,RU,62.1,126.7,41.23,73,0,3.49,clear sky
697,Mildura,AU,-34.2,142.15,41.0,93,37,10.29,scattered clouds
698,Poso,ID,-1.4,120.75,75.72,74,0,7.29,clear sky
699,Severodvinsk,RU,64.56,39.83,57.2,100,8,2.24,clear sky
700,Saint-Pierre,RE,-21.34,55.48,69.8,60,75,6.93,broken clouds
701,Kilindoni,TZ,-7.91,39.67,76.86,74,55,12.84,broken clouds
702,Aripuana,BR,-9.17,-60.63,90.36,31,0,6.22,clear sky
703,Okhotsk,RU,59.38,143.3,47.66,74,8,2.82,clear sky
704,Evensk,RU,61.95,159.23,49.1,81,100,8.95,overcast clouds
705,Ozinki,RU,51.18,49.68,58.17,70,0,8.99,clear sky
706,Fantino,DO,19.12,-70.3,91.4,66,75,10.29,light rain
707,Pangai,TO,-19.8,-174.35,77.0,94,40,10.29,scattered clouds
