City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
684,Banjar,ID,77.0,few clouds,-8.19,114.97,The Hamsa Resort
685,Shenzhen,CN,84.2,overcast clouds,22.55,114.07,Shun Hing Square
686,Belmonte,BR,78.8,broken clouds,-15.86,-38.88,Pousada Monte Carmelo O Pão
688,La Peca,PE,82.31,light rain,-5.61,-78.44,Iks Fuente De Soda Restaurant
692,Kismayo,SO,76.87,overcast clouds,-0.36,42.55,Agan-Hotel
694,Sompeta,IN,81.14,overcast clouds,18.93,84.6,V.B.R A/C Lodge And Function Hall
695,Ati,TD,87.06,clear sky,13.22,18.34,
698,Poso,ID,75.72,clear sky,-1.4,120.75,Hotel 77 Poso
701,Kilindoni,TZ,76.86,broken clouds,-7.91,39.67,Bustani B&B
707,Pangai,TO,77.0,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
